,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,１月～５月累計,１月～５月累計,１月～５月累計,銘柄別占拠率,銘柄別占拠率
,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,１４年(A),１３年(B),(A / B),本月,本年
本田技研,251～400,,,,,,,,,,,,
本田技研,401以上,,,,,,,,,,,,
本田技研,計,1577,1751,90.1,1625,97.0,7812,93/4,7743,6877,112.6,27.5,25.2
スズキ,251～400,,,,,,,,,,,,
スズキ,401以上,,,,,,,,,,,,
スズキ,計,479,554,86.5,603,79.4,4868,85/4,2704,2859,94.6,8.4,8.8
ヤマハ,251～400,,,,,,,,,,,,
ヤマハ,401以上,,,,,,,,,,,,
ヤマハ,計,992,1231,80.6,681,145.7,7198,85/4,4989,2867,174.0,17.3,16.2
カワサキ,251～400,,,,,,,,,,,,
カワサキ,401以上,,,,,,,,,,,,
カワサキ,計,987,1387,71.2,1197,82.5,5607,91/4,5477,4764,115.0,17.2,17.8
その他,251～400,,,,,,,,,,,,
その他,401以上,,,,,,,,,,,,
その他,計,1698,1973,86.1,2194,77.4,3190,07/4,9795,9169,106.8,29.6,31.9
合計,251～400,,,,,,,,,,,,
合計,401以上,,,,,,,,,,,,
合計,計,5733,6896,83.1,6300,91.0,22617,85/4,30708,26536,115.7,100,100
