,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,１月～11月累計,１月～11月累計,１月～11月累計,銘柄別占拠率,銘柄別占拠率
,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,15年(A),14年(B),(A / B),本,本年
ホンダ,251～400,,,,,,,,,,,,
ホンダ,401以上,,,,,,,,,,,,
ホンダ,計,669,1065,62.8,794,84.3,7812,93/04,12743,16030,79.5,15.7,20.5
スズキ,251～400,,,,,,,,,,,,
スズキ,401以上,,,,,,,,,,,,
スズキ,計,438,516,84.9,282,155.3,4868,85/04,5274,5564,94.8,10.3,8.5
ヤマハ,251～400,,,,,,,,,,,,
ヤマハ,401以上,,,,,,,,,,,,
ヤマハ,計,783,1152,68.0,845,92.7,7198,85/04,13877,12168,114.0,18.4,22.3
カワサキ,251～400,,,,,,,,,,,,
カワサキ,401以上,,,,,,,,,,,,
カワサキ,計,520,698,74.5,617,84.3,5607,91/04,9267,10749,86.2,12.2,14.9
その他,251～400,,,,,,,,,,,,
その他,401以上,,,,,,,,,,,,
その他,計,1841,1927,95.5,1593,115.6,3190,07/04,20941,21376,98.0,43.3,33.7
合計,251～400,,,,,,,,,,,,
合計,401以上,,,,,,,,,,,,
合計,計,4251,5358,79.3,4131,102.9,22617,85/04,62102,65887,94.3,100,100
