,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,１月～８月累計,１月～８月累計,１月～８月累計,銘柄別占拠率,銘柄別占拠率
,排気量別,本月,前月,前月比,前年同月,前年 同月比,過去最高 （年月）,過去最高 （年月）,15年(A),14年(B),(A / B),本,本年
ホンダ,251～400,,,,,,,,,,,,
ホンダ,401以上,,,,,,,,,,,,
ホンダ,計,1059,1294,81.8,1398,75.8,7812,93/4,9699,12622,76.8,20.5,20.8
スズキ,251～400,,,,,,,,,,,,
スズキ,401以上,,,,,,,,,,,,
スズキ,計,426,763,55.8,383,111.2,4868,85/4,3668,4372,83.9,8.3,7.9
ヤマハ,251～400,,,,,,,,,,,,
ヤマハ,401以上,,,,,,,,,,,,
ヤマハ,計,1106,1568,70.5,1313,84.2,7198,85/4,10732,8793,122.1,21.4,23.0
カワサキ,251～400,,,,,,,,,,,,
カワサキ,401以上,,,,,,,,,,,,
カワサキ,計,711,1020,69.7,762,93.3,5607,91/4,7339,8258,88.9,13.8,15.8
その他,251～400,,,,,,,,,,,,
その他,401以上,,,,,,,,,,,,
その他,計,1855,2167,85.6,1581,117.3,3190,07/4,15132,15701,96.4,36.0,32.5
合計,251～400,,,,,,,,,,,,
合計,401以上,,,,,,,,,,,,
合計,計,5157,6812,75.7,5437,94.9,22617,85/4,46570,49746,93.6,100,100
