Unnamed: 0_level_0,本月,前月,前月比 （%）,前年同月,前年同月比 （%）,過去最高（年月）,過去最高（年月）,1月～ 10月累計,1月～ 10月累計,1月～ 10月累計,占 拠 率,占 拠 率
Unnamed: 0_level_1,本月,前月,前月比 （%）,前年同月,前年同月比 （%）,過去最高（年月）,過去最高（年月）.1,17年A,16年B,(A/B),本月,本年
ホ ン ダ,1817,1793,101.3,1110,163.7,12707,1982/ 7,15924,10546,151.0,36.5,32.2
ヤ マ ハ,1572,2019,77.9,1301,120.8,9023,1987/ 7,18389,16233,113.3,31.6,37.2
カワサキ,545,693,78.6,537,101.5,4093,1993/ 4,6335,7130,88.8,10.9,12.8
ス ズ キ,842,948,88.8,312,269.9,7280,1983/ 4,6411,3944,162.6,16.9,13.0
そ の 他,202,263,76.8,213,94.8,898,2008/ 7,2422,2397,101.0,4.1,4.9
合 計,4978,5716,87.1,3473,143.3,27701,1988/ 4,49481,40250,122.9,100.0,100.0
